room,idx,original,translated,comments
43,76,"This doesn't seem wise, even to you.",_____ ___ ____ ___ __ ___ ______.,
43,77,He shows absolutely no interest in the cartridge.,___ ____ ___ _________ _______.,
43,78,He seems less interested in the widget than in that cute drink in his paw.,____ ____ ____ _______ _____ ____ _____ _____ _____.,
43,79,"Since he isn't inclinded to talk to you, there's not much point trying to translate.","____ ____ ____ ____ _____ ____, ___ ___ __ _____.",
43,80,"On second thought, maybe you'd just better keep it in your pocket.","______ ____, ____ ______ __ __ _____.",
43,81,He seems well taken care of in the drink department.,____ ____ ____ _____ ____ ______ _______.,
43,82,You wonder why you're offering this giant hairball your new jet pack and are forced to admit you don't know.,___ ____ ____ ____ ____ ____ __ ___ ____ _____ ______ ____ ___ __ _____ ______ ____ ___ _____ ______ ____ __ ____.,
43,83,You wisely decide that flashing your coupons at fur-face here would be a serious waste of your time.,___ _____ ______ __ _____ ________ ___ _____ ______ ___ ____ _____ ____ __ ___.,
43,84,You decide you'd rather live.,___ _____ _____.,
43,85,He doesn't seem willing to accept this in trade for a beer.,__ ____ ____ ____ ____ __ __ ______ _____.,
43,86,The bartender only wants money.,_____ ____ ___ ___ __.,
43,87,He doesn't want this - he wants money.,___ __ ____ __ __ - ___ ____ ___.,
43,88,Threatening the bartender will probably get you Laze-O-Toasted. Try buying a drink instead.,____ __ _____ _____ ____ ___ _____ ______-____. ___ _____ ____ ______.,
43,89,"No, dummy - he's supposed to gieve YOU drinks.","__, ____ - ___ ____ ___ __ ____.",
43,90,The bartender does not recognize your jet pack as currency. He wants to see Buckazoids.,_____ ____ ____ __ ______ _____ ____. ___ ____ _____ __ _________.,
43,91,Try it and this guy is likely to use his beer tap on your head.,___ __ __ ______ ____ ______ ____ _____ __ _____.,
43,92,His armpits could etch glass.,___ ____ ___ ____ _____ ______.,
43,93,Maybe you'd better buy your own beer,____ ____ _____ ____ ____.,
43,94,What's the use? You can't understand a word they're saying.,__ ____? ___ __ ____ ____ ___ ___ ______.,
43,95,Sniffing others is a ritual best left to dogs and other four-legged creatures.,_____ _____ ____ _____ _____ _______ ______ ____ ______ _______ __ ____.,
43,96,The little purple guy doesn't seem to understand your offer of money.,_____ ______ ____ __ ____ _____ __ _____ ______.,
43,97,The cartridge doesn't interest him in the least.,_______ __ _______ ____ _____ __.,
43,98,He seems not to care about the widget.,____ ______ __ ____ ____.,
43,99,"Even translated, his speech is gibberish.","_____ ____ _____, _____ ___ ____ __'_____.",
43,100,He doesn't seem to be either interested or threatened by your knife.,__ ____ ____ _______ __ ________ _____ _____ ______ ___.,
43,101,He doesn't seem to be thristy.,___ __ ____ ___.,
43,102,Careful! You don't want to hurt the little guy.,______! ___ __ ____ _____ _____'__.,
43,103,The little guy shows no interest in your coupon. Did you think he would?,______ __ ____ __ _____ ______ ___. ____ ___?,
43,104,The robot observes that your teeth haven't been cleaned in a long time.,______ _____ __ _____ __ ______ ___ ___ __.,
43,105,The robot observes that your nostril hairs could use trimming.,______ _____ __ _____ __ ____ ______ ______.,
43,106,You'll only hurt yourself,___ __ _____ _____.,
43,107,A faint odor of ozone lingers in the air near the business end of the device.,___ ____ __ _____ ____ ______ _____ _____ ___ __ ______.,
43,108,"It's not likely you could taste it from here, or would want to, for that matter.","___ ______ _____ _____ __ __ ____, __ _____ _____ ___, _____ ______.",
43,109,"The ""Slots-O-Death"" machine seems to have met its match. It will no longer be a deadly temptation for unsuspecting space-farers such as yourself.","_____ ""_____ _____"" ____ __ _____ _____. ___ ____ __ _____ _____ _____ ____ _____ ___ ______ ____.",
43,110,Watch it or you'll get zapped.,_____ __ _______.,
43,111,Hmmm...It smells vaguely like burnt flesh.,____... __ ____ ____ ___ ___ ____.,
44,0,"You Bet $%u
You Have $%u","_____ __ $%u
__ __ $%u",
44,1,You step back and place the widget on the slot machine. Let's see what this baby can do.,___ ____ ___ _____ _____ __ _____ __ _____ ____. ___ ____ __ _____ ___ ____ _____.,
44,2,Eat Sand,____ ___,
44,3,No Way,___ _____,
44,4,Not A Chance,__ ____,
44,5,It's Hopeless,___ _____,
44,6,Tough Luck,___ ___,
44,7,Suck Methane,__ _____,
44,8,So Sorry,____ _____,
44,9,"You Win $%u
You Have $%u","______ $%u
__ __ $%u",
44,10,You step back nervously as the over-heated slot machine begins to sputter and smoke.,___ ____ _____ ____ ____ _____ ____ _______ ___ __ _____ ______ ______ _______ ___.,
44,11,"YOU LOSE, HOMEBOY!","_____, ____!",
44,12,The pictures are protected by unbreakable windows.,_______ ________ __ ___ ______ _______.,
44,13,Very good! You got all that gunk off the glass. Licking the glass windows makes the pictures easier to see.,___ ____! __ __'___ ________ ____ ____. _____ _______ ___ ____ _____ __ _______.,
44,14,A slight smell of ozone and charred meat permeates the machine.,___ ____ __ _____ ____ ____ _____ _______.,
44,15,You're supposed to put your money in the money slot.,___ ____ ____ __ ____ ___ _____ _______.,
44,16,"Who are you trying to kid?  You don't have any more buckazoids to gamble with. Hit the sand, pal.","__ __ ___ ____ _____? ___ __ ___ _________ ____ _____. __ ______, ____.",
44,17,"With shaking hands, you insert your last buckazoid into the ""Slots-O-Death"" machine.","______ ______, ___ _____ __ ________ ______ ______ _""___-__-_____"".",
44,18,"The ""Slots-O-Death"" machine will let you insert only three buckazoids per spin.","_____ ""_____ _____"" ___ __ ______ __ _____ _________ ______.",
44,19,"Insert a buckazoid
  into the slot.","____ _______
_____.",
44,20,,,
45,0,"Seated in the cruiser, you notice there are no controls within reach, just a button marked ""LOAD"". Tiny must have been serious when he said you would need a droid to fly this thing.","____ ____ ____ ______ ____, ___ _____ __ ___ __ ______ _____ ___, ____ _____ ______ ""_____"". _____ ______ _______ ______ ___ _____ _____ _____ __ ____ ___.",
45,1,"And, since you are currently droidless, there seems to be nothing else to do but climb out.","_____ ____ ____ _______ ____ __, ___ __ __ _____ ____ ____ _____.",
45,2,"Once you are seated snuggly in the ship's compact cockpit, the robot moves into position, and you push the ""LOAD"" button.","____ ____ ______ _____ ___ _____ ________, ______ __ __ ___ _____, ____ ____ __ _____ _""_____"".",
45,3,"""Hey! Wait a minute! Where do you think you're goin' with my ship?!!""","""___! ___ ___! _____ ___ ____ ____ __ __ ______ ___?!!""",
45,4,Darn the luck. You've crashed in the dunes and ended your life. The various inhabitants of the Keronian desert are now feasting on your remains. Guess that wasn't such a hot purchase.,___ ___. ______ ______ ______ __ ____. _____ ________ __________ ___ ______ ____ __ ______. _____ ___ __ ____ ____ ______.,
45,5,"Of course, with your 70 buckazoid rebate, that's just %u to you.","_____, ____ ____ __ 70 _________, _____ ____ %u ____.",
45,6,"I'll tell ya, ol' buddy, %u buckazoids is as low as I can go on that baby.","___ ____'_, ___, %u _________ __ ___ ___ ____ ____ ____.",
45,7,"Tiny isn't a great conversationalist.  He just wants to sell, sell, sell.","_____ ____ ____ ____. __ __ ____ ____ __ _____, _____, _____.",
45,8,"Touching Tiny would be rude. However, you surmise from his scaly skin that he's probably about as slimy as his salespitch.","_____ ______ ____ __ ______. __ ___, ___ _____ __ __ ____ ______ __ ___ _____ __ ____ ______ ______ ___.",
45,9,Something smells fishy about this salesbeing.,____ ____ ____ ____ _______ __ ____ _______ ____.,
45,10,"Sushi, anyone? Na, Tiny looks like a tough cookie.","____, _____? __, _____ ____ ___ ____ ____.",
45,11,Maybe you'd better take a closer look at Tiny's merchandise before making a purchase.,____ ____ _____ _____ __ __ ___ ______ _____ ____ _____ ______.,
45,12,"Actually, this ship is not bad-looking. It appears to be a Drallion cruiser. They have a reputation for quickness and reliability. You are surprised that someone of Tiny's caliber would be carrying it.","_____, ______ _____ __ __ ____. _____ ____ _____ ________. ___ ___ _______ __ ______ _______. ___ _____ ______ ____ __ _____ _____ ______ ____.",
45,13,"Actually, this ship is not bad-looking. It appears to be a Drallion cruiser They have a reputation for quickness and reliability.","_____, ______ _____ __ __ ____. _____ ____ _____ ________. ___ ___ _______ __ ______ _______.",
45,14,"There's a saying in these parts: ""You don't touch a ship that isn't yours, you don't die.""","_______ ____ ______ ____ ___: ""__ _____ _______ ____, __ _____ ____.""",
45,15,Hmmm... needs salt.,____... ___ ___.,
45,16,This ship smells a bit like space. It must've been there recently.,______ _____ ___ ___ ___. _____ ____ ____ __ __ ____.,
45,17,"An interesting idea, but applying the jetpack to a spacecraft makes about as much sense as attaching a C-64 to a Cray-64.","_____ ______, ___ ____ _____ _____ __ _____ ____ ______ ____ ___ _____ _______-64 _____ __.",
45,18,I wouldn't mess with them if I were you.,__ _____ _____ ____ ______.,
45,19,No answer is forthcoming.,__ _____ __ ____ _____.,
46,0,"Well, okay. If you really feel competent enough to assemble this thing, just do it. Start with the smallest box.","___, ____. __ ___ _____ _____ ____ ______ ___ ___, ____ ____ __ __. _____ __ _____ _____.",
46,1,Oops.,____.,
46,2,I wouldn't mess with them if I were you.,__ _____ _____ ____ ______.,
46,3,No answer is forthcoming.,__ _____ __ ____ _____.,
46,4,"It smells like a fine grade of light machine oil. You were expecting Hai Karate, perhaps?","___ ____ ___ ___ ______ ___ _'. _____ _____ ___, ____?",
46,5,Why on earth - or Kerona for that matter - would you want to do that?,___ ______ - __ ______ _____ ______ - ____ _____ ___?,
46,6,"Unfortunately, you AREN'T smarter than you look, so you'd best leave the incredibly complex robot parts alone before you hurt yourself. Too bad they don't give rebates to retrobates.","____ ____, ___ __ ____ ___ ___ ____ ____, __ ____ ______ __ ____ ______ _____ _______ ____ ____ _____ _____. ___ ___ __ ______ _____ _______ _____.",
46,7,"You can tell this is definitely out of your league. You can't even open the boxes, much less assemble what's inside.","___ ____ ___ ___ _____ __ _____ ___. ___ _____ __ ____ _____ __ ________, ___ ___ ______ __ __ ______.",
46,8,"Like many buildings on these backwater planets, this one is a quickie Construct-O-Foam job that won't last more than a couple of thousand years at the outside. They just don't make `em like they used to.","___ _____ ____ __ ___ _____ ___ ______ ___, ___ ____ ______ __-___ _____ ___ _____ ____ ____ ____ ____ ___ _____. ___ __ _______ ____ ___ ___.",
46,9,Talking to buildings is likely to get you arrested on this planet.,"_____ __ _______ ____ ____ __ __ ____ _____ __""_.",
46,10,Why would you possibly care what this building smells like?,___ _____ ____ __ __ ____ __ ______?,
46,11,"Oh, blecchhh!","___, _____!",
46,12,You can't reach it.,___ __ ____ _____ ___.,
46,13,"No matter how you try to convince it otherwise, the sign will only say ""Droids-B-Us Pickup.""","__ ____ ___ ____ _____ ____ ____, ____ _____ ______ _____ ""_______-__-_____ ____ _____.""",
46,14,"From here, you can discern no particular smell on the sign.","____, ____ _____ ____ ___ _____ _____ _____.",
46,15,"If your neck was as long as a giraffazoid's, then maybe you could do that. But why would you want to?","__ ___ __ _____ ____ ___ _'__________, ____ ____ ____ ____ __ __. ___ ___ _____ _____ __ __?",
46,16,"This isn't the real Gerry Giraffazoid, Roger - it's just a picture. ","__ __ __'__ _'_________ ______, ___'_ - __ ___ _____.",
46,17,Gerry Giraffazoid's picture doesn't smell like much of anything.,_____ _'__ ___________ __ _____ ___ ___ ___.,
46,18,Trust me - that logo lacks any taste.,_____ __ - _____ ___ ___ ___ ___.,
47,0,I wouldn't mess with them if I were you.,__ _____ _____ ____ ______.,
47,1,No answer is forthcoming.,__ _____ __ ____ _____.,
47,2,Shaking hands could be a shocking experience.,_____ _____ _____ _____ _____ ______.,
48,0,The salesbug would appreciate it if you'd give him the money. It would make his job soooo much easier.,___ _______ _____ __ ___ __ __ ____. __ ___ ____ ____ __ ______.,
48,1,"A shodily manufactured jet pack is certainly not worth the price of one of these fine previously-owned droids. My advice, sir, is to come up with the cash or walk.","_____ ______ ____ _' ___ _____ ____ ____ __ _____ __ ________ ___ ____ _________ ____. ____ ___ __, _____, ____ __ _______ __ ____.",
48,2,"The robot doesn't speak, but you think you can see a bloodthirsty gleam in his metallic eye.","______ __ ____, __ ____ __ __ ___ ____ _____ ___ __ _____ _______.",
49,0,Course is plotted. Stand by for warp speed.,_____ ____. ____ _______ ____.,
49,1,"In the face of danger you decide to turn and run, leaving Xenon and the rest of the universe to fend for themselves against those bad boys of the universe, the Sariens. When things get tough, the cream rises to the top. I guess you know which stratum you occupy.","__ ___ ___ _____ ___ _____ ____ __ _______ ______, ______ _____ _____ ____ _____ _____ ___ _______ ______ ____ ___ ______ _____ __ _____, ________. ______ ____, _____ ___ _____. ___ _____ ____ ____ _____ ____ ___ ____.                                              ",
49,2,We have achieved escape velocity.,_____ _______ _______ _______ _____.,
49,3,It might help if you were to tell me where we are going. Please indicate our destination on the touch pad in front of you.,___ ____ __ ____ ____ __ ___ _____ ______. ___ ____ __ ______ __ ___ ____ ____ ______.,
49,4,"If it doesn't matter to you, we can go to CES (Cosmic Electronics Show) on Rudicube 3. I just love seeing all of those new, big, shiny robots. You could buy me companion.","__ __ ____ __, ___ ____ ___""_ (______ __________ ______) _________ 3. ___ __ _____ __ __ ________ ______ ________ __. ____ ____ __ __ ___.",
49,5,"OH, NO!!! We're headed straight for an asteroid belt!",___ __!!! ___ ____ ____ __ _____ ___________!,
49,6,Sensors indicate a large ship in this sector. I wonder who it could be? Will continue to scan for an I.D.,________ ______ __ _____ _____ _____ _____. ______ __ ______ ___? _______ _____ __ ______ ___.,
49,7,"Whoa! That's a Sarien battle cruiser! We'd better stand off. If we get any closer, they'll detect us for sure and we'll be space sputum!","____! ____ _____ ___ _______! ____ ______ ____. __ _____ ___, __ ______ _________ ______ _____ _____ ___!",
49,8,"Let's head on out of here, okay boss?","___ _____ ___, ____ ___?",
5,0,You search Jerry's body and find %s,___ ____ _____ __ _____ __ _'__ _____ %s,
5,1,"Funny, no response.","____, ___ _____.",
5,2,He smells like Jerry.,___ ____ ___ _'__.,
5,3,"I don't think you really want to taste Jerry. But then, who knows?","___ __ ____ ____ ____ ____ _____ __ _'__. ___ ___ ___, __ ____?",
5,4,Jerry won't be needing any cash soon,_'__ __ _____ ________ _____ _____.,
5,5,"If Jerry ever knew how to read this cartridge, he's not telling now.","__ __ _'__ ___ ____ _____ __ _______, ___ ___ __ _____ ___ ___.",
5,6,You really shouldn't put the keycard back -- you're going to need it later.,____ ____ __ _____ __ ______ ______ -- ___ _____ __ _____.,
5,7,Jerry is beyond the need for a widget.,_'__ ___ __ _____ _____ ______ ______.,
5,8,Jerry doesn't appear to be saying anything for the translator gadget to translate.,_'__ __ ____ ___ _____ ______ _______ _____ ________.,
5,9,You can't do that from your current position.,____ ____ _____ ___ _______ ______.,
5,10,You can't do that from this level.,____ ____ _____ ___ ______ ___.,
5,11,This is an elevator to one of the lower levels.,_____ __ _____ __ ___ ________ ________.,
5,12,This is an elevator to one of the upper levels.,_____ __ ____ __ ___ ________ ________.,
50,0,"You drift endlessly through space wishing you had worn a jetpack to maneuver with. A you drift away never to be seen again the only thing you can think of to say is ""Mommy!""","___ ____ __ ___ ___ ______ ____ ___ _____ ____ __ ___ ____ __ _____ ______ ______ _____ ______. _____ ____ ____ _____ ___ ____ _____ ____ _____ _____ ____ ___ ""____'_!""",
50,1,"As you exit the ship, you carefully slide the jetpack on your back.","____ ___ ____ __ ____ ______, ___ _____ _______ __ _____ ______ __ ___.",
50,2,As you undo your seatbelts and exit the escape pod. You can feel yourself just start to uncontrollably drifting away.,"____ ___ ____ __ ______ _______ _____ ______ ______, ___ __ __ ____ _____ ______ _____ ____ ____.",
51,0,The inhabitants of this vessel apparently do not appreciate your desire to sight-see. I guess it's a good idea not to be wandering around the outside this ship. You were a carbon-based being. Now your just carbon.,_____ ______ ___ _______ ____ _______ __ ______ _______ ____ ____. ______ ___ _______ ___ __ _______ ____ ______. ____ ____ ______ ____. _____ ___ __ ____.,
51,1,You are floating in space just outside the biggest darn spaceship you've ever seen. You see a door. Perhaps it is a way in?,___ ____ ____ ___ ____ ______ ____ ______ _____ ___ ___ ____. ___ ____ ___. ____ ____ ______ _____?,
51,2,It appears to be a standard airlock. There is a handle off to the side.,____ ___ ____ _____ _______. _____ ______ ____.,
51,3,Its too big to move by hand. There must be a better way.,__ ____ ___ _____ ______. ___ __ ___ ____ ______.,
51,4,Not through your helmet.,__ ___ _____ ___.,
51,5,"You would have to take your helmet off first, and that's not a very good idea.","_____ ____ ____ _____ __ _____, ___ _____ ____ ___.",
51,6,It's a handle.,__ ____.,
51,7,You'd have to take your helmet off first and that would prove fatal.,_____ _____ _____ __ _____ _____ ___ ______ _______.,
53,0,"""Outta my way!"" beeps the rude little droid.","""___ _____!"" _____ ______ _____ ____.",
53,1,"Bumping you, the droid causes you to come into contact with exposed wiring. Your heart, not to mention the rest of your body, doesn't react well to this (have you ever seen rhubarb pie without the crust?). Guess you'll have to be a little more clever next time.","______ _____ __, _____ __ ____ ____ __ ____ ____ ______. ___, ___ ______ ___ ____ ____, __ ______ ___ ______ (____ ___ ______ ____ ___ ______?). _____ ____ ____ _____ _____ ____ ______.",
53,2,"You missed a golden opportunity while that door was open. Oh well, what's new. All alone and by yourself, you grow incredibly hungry and begin sampling your own body parts. Finding that you have absolutely no taste, (like we didn't already know that) you end up shriveling away to nothing and dying in the process.","_____ _______ __ ______ ____ _____. __ ____, __ ___. ____ ___ ____ ____ _____, ___ ____ _____ ____ ____ ______ _____ __ ____ ____. _____ ____ ____ ___ ___ ___, (_____ ___ _____ __ __) ___ _____ __ ____ ________ _____ ______ ______.",
53,3,ALERT ! ALERT ! Organic contamination detected in airlock.,_____! _____! _____ ______ ____ _____ ______.,
53,4,Those laser shots are incredibly effective as your body will attest. Being in plain sight probably didn't help you much.,_____ ______ ______ ______ ___ __ ____ _____ ____ ____. _____ _____ ____ ___ ___ _____.,
53,5,This seems to be some sort of special door control panel. It requires some sort of special keycard which you obviously don't have.,_____ ___ ___ _________ _______. __ ___ _____ ____ ____ _____ _____ ______ ____ ___ ___ __ ____.,
53,6,There is nothing you can do to it without one of those keycards.,__ ____ _____ ___ ____ ___ _________ ________ ____.,
53,7,You would have to take your helmet off to do that and it's not a very good idea right now.,_____ _____ __ _____ __ ___ _____ ___ _____ ______ ___ __ _____ ___.,
53,8,You can't do that with a helmet on.,____ ____ ____ ___ _____ ____ ____.,
53,9,Your screams will do nothing in this airlock.,_______ __ ______ _____ __ __ ____ ______.,
53,10,That appears to have no noticeable affect on the panel.,____ __ ___ ___ _____ ______ __ ___ _____.,
53,11,It appears to be some sort of high-tech fire droid.,____ ___ __ _____ ___ ______.,
53,12,There is nothing you can do to this droid. It's virtually indestructable.,__ ____ _____ ___ ______. ___ _____ ____ _____.,
53,13,If you could smell through your helmet you would know that this droid smells like smoke and fire.,____ _____ _____ ____ ______ ____ ____ _______ ____ ___ __ ___ ___.,
53,14,Not out here.,__ ___ ____.,
53,15,"Intent on his cleaning duties, the little droid ignores your feeble attempts at a bribe.","_____ ______ ______, ______ ____ _____ ________ _____ _______ _____.",
53,16,The droid seems totally unconcerned with the data cartridge.,______ ____ ____ _____ _______ _______.,
53,17,The widget and the droid do not appear to have any affect on one another.,_____ _______ ____ _______ __ __ __ _____ _____.,
53,18,"This robot is not equipped with speech circuits, therefore there's nothing to translate.","______ ____ _____ ______ _____, ______ ___ __ __ _____.",
53,19,"He doesn't seem threatened, does he?","___ __ ____ ____ __ _____ ______, __ __?",
53,20,Somehow you doubt the droid would have need of water.,____ __ ___ ____ __ ______ ____ ____ ___ ___ ___.,
53,21,It's much to busy to spend time talking to the likes of you.,___ ____ ___ ____ ____ ____ _____ _______ __ ___ ____.,
53,22,The airlock door looks unfortunately thick and sturdy.,"______ __, ___ ____ ______ _____ _____ ______.",
53,23,This door is designed to withstand the vacuum of space. I seriously doubt that you could do anything to it.,____ ______ _____ ____ ___ ____. ___ __ ______ _____ _____ __ ____.,
53,24,The door smells much like other doors you have sniffed in the past.,____ _____ _____ ___ __ ___ ______ ______ ____ ____.,
53,25,The taste of the door - ferrous metal with just the slightest nuance of industrial-strength bulkead polish - reveals no new insights.,____ __ ____ - ____ _______ __ ______ ____ __ _____ ________ _______ - __ ____ ___ ______ _____.,
53,26,Shouting for help would be useless at best and fatal at worst.,_____ _____ __ ______ _____ ____ ______ ___ _____ ____.,
53,27,"It appears to be a decontamination unit, something like the ones used to zap Andromedan cockroaches aboard the Arcada. You wonder what it's here for.","____ __ _____ ______ _____, _____ _____ _____ _______ _____ __________ __ _____ ______. ___ ____ __ ___ ____ ___.",
53,28,Touching these things can be hazardous to your health.,_____ ______ ___ _____ ____ __ _______.,
53,29,Ozone. Definitely ozone.,_____. _______ _____.,
53,30,"After seeing what a decontaminator can do to an unwary cockroach, you've never had the least desire to lick one.","____ _____ __ ______ _____ ______ _____ ______ ______, _____ __ ______ ____ ____.",
53,31,You really don't want to attract its attention.,___ ____ ___ ____ _____ __ _____ ____.,
53,32,That just doesn't seem to work here.,__ ____ __ ____ ___.,
53,33,Well it looks like you won't be using that unit again.,____ ____ ___ ____ _____ ____ ______ ___.,
53,34,Your overheating backpack lies smoking on the floor - you hope that it doesn't explode.,______ _____ ____ __ _____ _____ ____ ___ - ___ _____ ____ __ ______.,
53,35,It's pretty much useless. No sense in wasting your time on it now.,___ _______ ___ _____. ___ ___ _____ ____ __ ____.,
53,36,You don't want to go near it. It may explode.,___ __ ____ ______ ____. ___ ____ _______.,
53,37,The jetpack is soaked in foam fire retardant. I'd pass if I were you.,_____ ______ ____ ____ ____ _____. ______ _____ _____.,
53,38,You can't vent your suit enough to do that in the airlock.,___ __ ______ _____ ___ ____ ______ ____.,
53,39,You can't taste anything from here.,___ __ ____ _____ ___ ___ ____.,
53,40,"You can talk to it all you want, but it's still damaged beyond repair.","___ ____ ____ ____ ___ _____, __ ___ _____ ____ ____ ___ ____.",
53,41,The only item that might be useful is a blow dryer and you don't have one.,____ _____ _____ _____ _____ ___ _____ ____ ____ __ ___ ___.,
53,42,The only item that would be of any use right now would be a fire extingisher and you don't seem to have one right now.,_____ ______ _____ ______ ______ ___ ___ _____ __ _____ ____ ___ ____ ____ ___ _____.,
53,43,This seems to be some sort of special door control panel. It seems to require some sort of special keycard which you obviously don't have. You'll need to try something else.,___ _____ ___ ___ _________ _______. __ ___ _____ ____ ____ _____ _____ ______ ____ ___ ___ __ ____. _____ _____ ____ ___.,
53,44,You would have to take off your helmet to do that. It's a poor idea at this time.,_____ _____ __ _____ __ ___ _____ ___. ___ _____ ____ ___ ____ ___.,
53,45,Your screams will do nothing but let the Sariens know you're here.,_______ __ ____ ___ ____ _____ __ ________ __ _____ _____.,
54,0,You are in some sort of storage room.,___ ____ _____ ___ ____.,
54,1,You are in some sort of storage room. A large trunk occupies the center of the room. Perhaps one of the little Sariens is away at Enemy Eviscerating Training Camp.,___ ____ _____ ___ ____. ______ _____ ______ __ ____ ____. ____ ___ _______ ________ ____ _____ _______ ______ ______.,
54,2,The vent grill is now open.,____ _______ ____ ___.,
54,3,An air shaft protrudes from the wall above your head. It's covered by a vent grill.,____ ______ _____ _____ ___ ____. ___ _____ _____.,
54,4,"You can't reach the vent and besides, you don't need to climb through the vent now that you have a Sarien uniform on.","___ __ ____ _____ _______ ______, __ _____ _____ ______ ____ ___ ____ ____ _______.",
54,5,The vent is already open.,____ _______ ___ _____ ______.,
54,6,Standing in the open trunk won't give you any height advantage.,_____ __ ___ ______ _____ __ _____ __ _____ ____ _____.,
54,7,It's already moved.,__ ___ ____.,
54,8,The trunk on the floor appears to be open. It looks big enough to hold a body.,_______ __ _____ _____ _____. ___ _____ _____ _____ ___ _____ __ ____ ______.,
54,9,The trunk is unremarkable in every way.,_______ ____ _____ ___ _______.,
54,10,You don't need to mess with the trunk now.,____ ____ ______ __ _______ ___.,
54,11,Your hands by themselves are incapable of opening it.,____ _______ ____ _______ _____ __ __.,
54,12,"You feel a fresh breeze coming through the grill of the vent. If you were a lot taller, you could touch the grill itself.","___ _____ ___ ___ ____ ____ ____ ____ _______. __ ____ ___ ____ ____, ____ __ ____ ____ ____ ____.",
54,13,It sounds like someone (or something) is approaching.,____ _____ _____ (__ ____) _____.,
54,14,You hear footsteps approaching and they're getting close. You might only have seconds to do something!,___ ____ _____ _____ ______ ______. _____ __ ____ ___ _____ ______ _____ ____!,
54,15,Bingo! He got you. You might consider not being around when these guys are shooting. Those things hurt.,_____! ___ ___ ____. _____ ____ ____ __ _____ ______ ______'_ ____ _____. __ ____.,
55,0,"This is the ventilation system for the Deltaur. Around you, you can see ventilation shafts running in three different directions. A ladder provides access to all three directions. At the end of the shaft in the middle, you see a ventilation grill.","____ _____ _______ __ _______. ______, ___ ____ _____ ______ _______ ______ ______ _____. ____ ____ ____ ___ _____ _______. ____ _____ _______, ___ ____ ___ ______.",
55,1,"This is the ventilation system for the Deltaur. Around you, you see the ventilation shafts running in two directions with a ladder leading from one shaft to the other.","____ _____ _______ __ _______. ______, ___ ____ _____ ______ _______ ____ _______ ______ _____ ___ ____ ___ ______.",
55,2,Ouch! That grill is stuck tight. Its going to take more than that impervious head of yours to knock it open.,____'! _____ ____ ______. ____ ____ ____ _____ _____ ___ ____ _____ ____.,
55,3,"With a mighty (wimpy) kick you manage to hurt your foot. However, the vent grill opens.","______ (________) _____ ___ _____ ______ _____. __ ___, _____ ____ ______.",
55,4,You are not close enough to the vent grill to open it.,___ __ _____ ____ _____ ___ _____ ____.,
55,5,This is a vent grill which appears to lead to another room on the Deltaur. It appears to be closed.,___ ____ ____ ______ ___ _____ __ ___ ___ __ _____ _______. ___ ____.,
55,6,This is the vent grill you pried open to get in here.,___ ____ _____ _____ ____ __ ___ ______ ___.,
55,7,Nothing like a nice tongue load of dust.,___ ___ ____ ____ ____.,
55,8,It smells dusty.,__ ____ _____.,
55,9,That doesn't help.,__ __ ____.,
55,10,The little buggers are too fast.,_______ ______ ______ ___.,
55,11,It's just a ladder. Go crazy.,__ __ ____. _____ ____.,
55,12,It's an interesting device. Two upright parallel tubes connect many shorter rungs spaced at regular intervals allowing one to change their elevation in a positive or negative direction.,___ _____ ______. ___ _______ ______ _______ ______ ___ _____ _____ ________ ______ ________ ____ ___ ________ ____ __ ___.,
55,13,It smells like boot bottoms.,__ ____ ___ ______ ______.,
55,14,It tastes like smoething that might have been stuck to boot bottoms.,__ ___ ___ __ ____ _____ ______ _______ ______.,
55,15,That's not effective here.,___ ___ _____ ___.,
550,0,You realize that putting the keycard on the cartridge was a pretty dumb idea.,___ ____ ______ __ ____ ______ ______ __ ___ _______ ____ _____ _____ ____.,
550,1,,,
550,2,You put the keycard on the gadget. Nothing happens.,___ ____ __ ______ ______ _____. ___ ___ __ ____.,
550,3,The kit will open easily enough without the use of a keycard.,_____ ____ _____ ___ ____ ______ ______.,
550,4,Touching the keycard to the knife fails to produce any noteworthy results.,___ __ ______ ______ _____ __ ____ _____ _____ _____.,
550,5,Your keycard is now wet.,___ ______ ______ ____.,
550,6,The keycard does not work with the piece of glass.,______ ______ __ _____ __ ____ _______.,
550,7,"Despite your valiant attempts to cram the keycard into the rock, it fails to work.","_____ ______ ________ _____ __ ______ ____ ____, ___ _____ __ _____.",
550,8,"Good going, now the keycard has orat-goo on it.","__ _____, _____ __ __ ______ _____ ____.",
550,9,You can't seem to think of any good reason to do that.,___ __ _____ _____ __ ___ ____ _______ ______ ___.,
550,10,You jam the keycard into the buckazoid. No result.,___ ____ __ ______ ____ ________. ___ ______.,
550,11,"You peruse the jetpack in search of an orifice to accept the keycard, but find none.","___ _____ ______ ______ _____ _____ ___ _____ __ ______, __ ____ ___ ____.",
550,12,,,
550,13,,,
550,14,,,
550,15,You can't imagine why you are putting the keycard on the widget.,___ __ _____ ______ __ ___ __ ___ ____ __ ______ __ _____.,
550,16,"Thinking better of it, you decide not touch the plant with a non-tefloid coated surface.",___ ____ __ __ _____ ______ ___ ____ ____ ___ ______ ___-________.,
550,17,"You wouldn't want to ruin the coupon, thus missing out on the fine bargain it represents.","__ ____ ____ _____ __ ______, _______ __ _____ ___ ____ ____ _____.",
