Sheet,room,idx,original,translated,comments
טקסטים לפי חדרים,67,10,Nope. Not voice-activated.,לא. אין הפעלה קולית.,
טקסטים לפי חדרים,67,11,"You're really 'way too busy for this, Roger.","אתה מדי עסוק בשביל זה, רוג'ר.",
טקסטים לפי חדרים,67,12,"No time for funny messages, get off the ship!","אין זמן להודעות מצחיקות, רד מהספינה!",
טקסטים לפי חדרים,67,13,It's an elevator door.,זוהי דלת מעלית.,
טקסטים לפי חדרים,67,14,"This door is controlled by the elevator, there is nothing you can do to it from here.","הדלת נשלטת מתוך המעלית, אין משהו שתוכל לעשות מכאן.",
טקסטים לפי חדרים,67,15,It doesn't want to talk to you.,היא לא רוצה לדבר איתך.,
טקסטים לפי חדרים,67,16,It smells like the many elevator doors you've smelled in the past.,היא מריחה כמו שאר דלתות המעלית שהרחת בימי חייך.,
טקסטים לפי חדרים,67,17,It tastes like the many elevator doors you've smelled in the past.,יש לה טעם כמו לשאר דלתות המעלית שטעמת בימי חייך.,
טקסטים לפי חדרים,67,18,It's the elevator that brought you down here.,זוהי המעלית שהובילה אותך הנה.,
טקסטים לפי חדרים,67,19,It is not voice activated.,אין לזה הפעלה קולית.,
טקסטים לפי חדרים,67,20,It smells like the many elevators you've smelled in the past.,יש לה ריח כמו לכל המעליות שהרחת במהלך חייך.,
טקסטים לפי חדרים,67,21,It tastes like the many elevators you've smelled in the past.,יש לה טעם כמו כל המעליות שאי פעם טעמת.,
טקסטים לפי חדרים,67,22,This must be the captain's personal escape pod!,זוהי בוודאי חללית המילוט האישית של הקברניט!,
טקסטים לפי חדרים,67,23,It's too late to do that now.,מדי מאוחר בשביל זה עכשיו.,
טקסטים לפי חדרים,67,24,The escape pod is not equipped with voice-recognition capability.,חללית המילוט אינה מצוידת בטכנולוגיית זיהוי קולי.,
טקסטים לפי חדרים,67,25,The ship could blow up in a million fiery pieces while you waste time licking the only thing that can get you off it in one piece!,החללית עומדת בכל רגע להתפוצץ למליון חלקים בוערים בעוד אתה מבזבז את זמנך בליקוק הדבר היחיד שעשוי לחלץ אותך בחתיכה אחת!,
טקסטים לפי חדרים,67,26,You're wasting valuable time here.,אתה מבזבז כאן זמן יקר.,
טקסטים לפי חדרים,68,0,"Well, Roger, you did it. You saved the galaxy, received your profession's most noble tribute and got the girl.","ובכן, רוג'ר, עשית את זה. הצלת את הגלקסיה, הוכתרת כמקצוען האצילי ביותר וזכית בבחורה.",
טקסטים לפי חדרים,68,1,"Wait a minute - there wasn't any girl! Sorry. Well, you got the mop, anyway. From now on, Xenon's your oyster. All you have to do now is sit back and let the book and movie offers roll in. Who knows - maybe you'll even have a series.","רק רגע - לא היתה שום בחורה! מצטערים. טוב, זכית בסחבה, בכל מקרה. מעתה ואילך, זנון פרושה לרגליך. כל שעליך לעשות זה להתרווח לאחור ולחכות להצעות לסרט וספר שכבר יגיעו. מי יודע - אולי אפילו יעשו עליך סדרה.",
טקסטים לפי חדרים,68,2,"And now, as the sun sets on the peaceful blue planet, Xenon, and Roger Wilco's first adventure (yes, I'm afraid there are more), we hope you will remain in your seat long enough to let us express OUR limitless appreciation.","וכעת, עת שוקעת השמש על הפלנטה הכחולה והשלווה, זנון, ועל הרפתקת רוג'ר ווילקו הראשונה (כן, אני חושש שיהיו עוד), אנו מקווים כי תישאר לשבת מספיק זמן כדי לתת לנו להביע את הערכתינו הבלתי מוגבלת.",
טקסטים לפי חדרים,7,0,Your search of the body reveals nothing.,החיפוש על הגופה אינו מניב תוצאות.,
טקסטים לפי חדרים,7,1,"Gosh, Randy's even quieter in this state.","אללי, רנדי אפילו יותר שקט במצב הזה.",
טקסטים לפי חדרים,7,2,Randy's recently re-exposed and re-heated lunch smells pretty good. You start to regret having slept through lunch.,ארוחת הצהריים שאכל רנדי לא מזמן מריחה ממש טוב. אתה מתחיל להתחרט שישנת בזמן הארוחה.,
טקסטים לפי חדרים,7,3,"Although it's darn tempting, all this tension has your stomach churning. The last thing it needs is more stomach acid, especially from someone else's stomach.","למרות שזה נורא מפתה, כל המתח הפך לך את הבטן. הדבר האחרון שאתה צריך זה עוד חומצות קיבה, ועוד מבטן של מישהו אחר.",
טקסטים לפי חדרים,7,4,"Randy, usually a sucker for a Buckazoid, is showing a remarkable lack of interest.","רנדי, שבזמנים כתיקונם מת על זוזואידים, מפגין כעת חוסר עניין מוחלט.",
טקסטים לפי חדרים,7,5,"Randy ignores your efforts to ask him about the cartridge, maybe because he's dead.","רנדי מתעלם באלגנטיות ממאמציך לתשאל אותו על המחסנית, אולי בגלל שהוא מת.",
טקסטים לפי חדרים,7,6,Randy doesn't seem to want the keycard. His present condition may have something to do with this.,רנדי לא נראה מעוניין בכרטיס. למצבו הנוכחי בטח יש קשר לזה.,
טקסטים לפי חדרים,7,7,"Whatever this thing does, reanimating the dead does not appear to be one of them.","בין כל הסגולות של הדבר הזה, תחיית המתים אינו אחד מהם.",
טקסטים לפי חדרים,7,8,Even you don't need a translator to get the message that Randy is D-E-A-D.,אפילו אתה לא צריך מתרגם כדי לקלוט את המסר שרנדי מ-ת.,
טקסטים לפי חדרים,7,9,"Normally a pleasant guy to talk with, Hugh is pretty darn boring now.","בדרך כלל הוא בחור נעים שיחה, אך עתה יו משעמם למדי.",
טקסטים לפי חדרים,7,10,Either you have a taste for sweat or you didn't smell him before you tried to taste him.,או שיש לך חיבה לטעם זיעה או שלא הרחת אותו לפני שטעמת אותו.,
טקסטים לפי חדרים,7,11,Hmmm. I think Hugh might have missed a shower or two. Or perhaps his body got sweaty from the heat of that laser blast.,המממ. כמדומני שיו פספס מקלחת או שתיים. או שהגוף שלו התמלא זיעה מחום פיצוץ הלייזר.,
טקסטים לפי חדרים,7,12,Your money doesn't hold much interest for Hugh at this point,כספך אינו מעורר עניין רב אצל יו בשלב הזה.,
טקסטים לפי חדרים,7,13,Hugh offers you no help with the cartridge.,יו לא מציע לך עזרה עם המחסנית.,
טקסטים לפי חדרים,7,14,"If Hugh could speak, he'd tell you he doesn't want the keycard. He might also have something to say about your intelligence.","אם יו היה יכול לדבר, הוא היה אומר לך שאין לו צורך בכרטיס. הוא גם היה מוסיף משהו לגבי האינטליגנציה שלך.",
טקסטים לפי חדרים,7,15,It's possible Hugh's only pretending disinterest in the widget. It's also possible he's still dead.,קיים סיכוי שיו רק מעמיד פנים כאילו הוא אדיש כלפי הרכיב. קיים גם סיכוי שהוא מת.,
טקסטים לפי חדרים,7,16,"Blatant, messy death requires no translation.","פסיכי, מוות מחריד לא דורש תרגום.",
טקסטים לפי חדרים,7,17,Widgets don't talk.,רכיבים לא מדברים.,
טקסטים לפי חדרים,7,18,It smells magnetic.,זה מריח מגנטי.,
טקסטים לפי חדרים,7,19,It tastes quite metallic.,יש לזה טעם מתכתי.,
טקסטים לפי חדרים,700,0,These guys carry weapons. How wise do you think that is?,החבר'ה האלה נושאים נשק. למה אתה חושב שזה חכם?,
טקסטים לפי חדרים,700,1,You'd need to be closer for that.,תצטרך לגשת יותר קרוב בשביל זה.,
טקסטים לפי חדרים,700,2,You are on the wrong level to do that.,אתה לא בקומה הנכונה בשביל לעשות את זה.,
טקסטים לפי חדרים,700,3,,,
טקסטים לפי חדרים,700,4,%2d:%02d,,
טקסטים לפי חדרים,700,5,You hear footsteps.,אתה שומע צעדים.,
טקסטים לפי חדרים,700,6,"Failing to notice anyone or anything in the room, the Sarien guards decide to check elsewhere. Way to go, Roger!","מאחר והם אינם מבחינים במשהו או מישהו חשוד בחדר, שומרי הסרייאן מחליטים לבדוק במקום אחר. לחייך, רוג'ר!",
טקסטים לפי חדרים,700,7,"Failing to notice anyone or anything in the room, the guard decides to check elsewhere. Way to go, Roger!","לאחר שאינו מבחין במשהו או מישהו חשוד בחדר, השומר מחליט לבדוק במקום אחר. לחייך, רוג'ר!",
טקסטים לפי חדרים,700,8,The aliens observe their handiwork briefly before looking for others to process in similiar fashion.,החייזרים מביטים ביצירותיהם בחטף לפני שהם מחפשים עוד חומרי גלם לעיצובים דומים.,
טקסטים לפי חדרים,700,9,The alien observes his handiwork briefly before looking for others to process in similiar fashion.,החייזר מביט ביצירותיו בחטף לפני שהוא מחפש עוד חומרי גלם לעיצובים דומים.,
טקסטים לפי חדרים,700,10,"As you lie on the floor in a smoldering, carbogelatinous heap, you just can't help but wonder why you bothered getting up this morning.","בעודך שוכב על הרצפה בערימה צמיגית מעשנת, אינך יכול שלא לשאול את עצמך מדוע טרחת לקום הבוקר.",
טקסטים לפי חדרים,700,11,Bad news travels fast - especially when it's in the form of a shock wave.,חדשות רעות נפוצות חיש מהר - במיוחד כשהן לובשות צורה של גל הלם.,
טקסטים לפי חדרים,700,12,"The explosion was pretty messy. It's a judgment call as to which one critically damaged you first. Was it the concussion? Or, maybe, the fragments of ship that were located more closely to the epicenter than yourself and attempted to escape THROUGH you?","הפיצוץ היה מאד מכוער. זהו נתון לשיקול דעת מה הדבר הראשון שפגע בך אנושות. האם היה זה הזעזוע מוח? או, שמא, היו אלה רסיסי החללית שהיו יותר קרובים ממך למוקד הרעש וניסו לברוח דרכך?",
טקסטים לפי חדרים,700,13,"Regardless of what got you first, enough molecular relocation (in bulk and in individual units) occurred to forever alter your form and place in the universe.","ללא תלות במה פגע בך קודם, התרחשה העתקה מולקולרית מספקת (בסיטונאות וביחידות בודדות) כדי לשנות לנצח את צורתך ואת מיקומך ביקום.",
טקסטים לפי חדרים,700,14,Recompose yourself and let's see if we can't get off this scow more efficiently.,הרכב את גופך מחדש וננסה לראות איך אנחנו בורחים מהספינה הזו ביעילות רבה יותר.,
טקסטים לפי חדרים,700,15,"You have
%2d:%02d
till the Arcada self-destructs.","יש לך
%2d:%02d
עד להשמדה עצמית של הארקדה",
טקסטים לפי חדרים,700,16,You can't do that from this level.,אינך יכול לעשות זאת ממפלס זה.,
טקסטים לפי חדרים,702,0,You're not going to be able to feel anything from this distance.,אתה לא תרגיש שום דבר ממרחק כזה.,
טקסטים לפי חדרים,702,1,"`Yodel-Ay-Hee-Hoo!' you call to the distant slopes. There is a slight delay, then a faint voice replies: `For pity's sake, fella - stop torturing that cat!'","`יודל-איי-הי-הו!` אתה קורא אל המדרונות הרחוקים. חל עיכוב קטן, ואז קול עמום עונה: 'למען השם, חבר - די להתעלל בחתול הזה!'",
טקסטים לפי חדרים,702,2,"The tourist brochures you've seen assure you that the air in YoMammy Park is clear, clean and refreshing. Compared to the atmosphere down here a weak solution of sulphuric acid would be pretty refreshing.","חוברת התיירות שראית הבטיחה לך שהאוויר בפארק יוממי צלול, נקי ומרענן. בהשוואה לאטמוספירה כאן למטה פתרון זמני של חומצה גופריתית יהיה בהחלט משב רוח מרענן.",
טקסטים לפי חדרים,702,3,I wouldn't advise walking around here with your tongue hanging out.,לא הייתי מציע להסתובב במקום הזה עם לשון בחוץ.,
טקסטים לפי חדרים,702,4,"It's true, what they say - the air here is thick enough to feel.",נכון מאד מה שאומרים - אוויר המקום כל כך עבה עד שניתן למשש אותו.,
טקסטים לפי חדרים,702,5,"You shout into the sky, dislodging a chunk of Keronian atmosphere that narrowly misses your helmet.","אתה צועק אל השמיים, ועוקר פיסת אטמוספירה קרוניאנית שמחטיאה במילימטרים ספורים את קסדתך.",
טקסטים לפי חדרים,702,6,"You detect a bit of sulfur in the air here as well. Can't get away from it on this planet, it appears.",גם כאן אתה מזהה ריח קלוש של גופרית. נראה שזה רודף אחריך לכל מקום על פני הכוכב הזה.,
טקסטים לפי חדרים,702,7,Don't lick the air. You're libel to get more than you bargained for.,אל תלקק את האוויר. אתה עוד תחטוף תביעה על הוצאת לשון הרע.,
טקסטים לפי חדרים,702,8,"The droid emits a cheerful chirp, but has nothing further to say right now. Fortunately, you bought it as a pilot, not a conversationalist.","הרובוט פולט ציוץ עליז, אך מעבר לכך אין לו מה להוסיף. למרבה המזל רכשת אותו בתור טייס, ולא בתור איש שיחה.",
טקסטים לפי חדרים,702,9,"Although small, the NAV-201 is surprisingly heavy. You don't think you'll be able to lift it.","על אף מידותיו הזעירות, NAV-201 כבד באופן מפתיע. אתה לא חושב שתוכל להרים אותו.",
טקסטים לפי חדרים,702,10,You wouldn't want to damage your droid. You wasted - I mean spent - much hardly-earned cash on it.,לא היית רוצה להרוס את הרובוט שלך. בזבזת - כלומר הוצאת - הרבה כסף עליו.,
טקסטים לפי חדרים,702,11,There's nothing like the smell of a new used droid.,אין כמו ריח של רובוט משומש חדש.,
טקסטים לפי חדרים,702,12,"Like many things in your experience, it looks better than it tastes.","כמו דברים רבים מנסיונך, הוא נראה יותר טוב מהטעם שלו.",
טקסטים לפי חדרים,702,13,"Yikes! It looks like you hit that force field one too many times. Not only did it burn every follicle of hair from your sleek frame, but your aorta, if you could see it, now resembles the end of a red celery stalk.","אמאל'ה! נראה שפגעת בשדה הכוח יותר מדי פעמים. לא רק שהוא שרף את כל זקיקי השערות מגופך המלוטש, אלא גם אבי העורקים, אם אתה מצליח לראות אותו, מזכיר עכשיו קצה של גבעול סלרי אדום.",
טקסטים לפי חדרים,702,14,Ouch!  That hurt!,אאוץ'! זה כאב!,
טקסטים לפי חדרים,702,15,"You are standing next to the protective barrier encircling Ulence Flats. Due to the fact that you are land-based, you are not able to pass.","אתה עומד על יד מחסום המגן המקיף את מישורי יולנס. לאור העובדה שאתה יונק יבשתי, אין באפשרותך לדלג מעליו.",
טקסטים לפי חדרים,703,0,,,
טקסטים לפי חדרים,703,1,%02u:%02u,,
טקסטים לפי חדרים,703,2,You can't see that from down here.,אתה לא רואה את זה מלמטה.,
טקסטים לפי חדרים,703,3,You can't see that from up here.,אתה לא רואה את זה מלמעלה.,
טקסטים לפי חדרים,703,4,You're darned if you can figure out what most of this stuff is for.,אתה תופתע אם תצליח לזהות אפילו חלק מהחפצים כאן.,
טקסטים לפי חדרים,703,5,What a perfectly useless-looking piece of decoration!,אלו עיצובים חסרי תועלת מושלמים הם!,
טקסטים לפי חדרים,703,6,You are continually astonished by the Sarien decorative scheme.,אתה ממשיך לעמוד נדהם מול ערכת העיצובים הסרייאנית.,
טקסטים לפי חדרים,703,7,Interesting.,מעניין.,
טקסטים לפי חדרים,703,8,Hmmm. Another one of those thingies.,המממ. עוד אחד מאותם דברים.,
טקסטים לפי חדרים,703,9,Just another one of those fascinating bits of alien hardware.,בסך הכל עוד אחד מחלקי החומרה החייזריים המדהימים הללו.,
טקסטים לפי חדרים,703,10,Boy. These spaceship interior designers must be one strange lot.,בחיי. מעצבי הפנים של ספינת החלל הזו היו תמהוניים במיוחד.,
טקסטים לפי חדרים,703,11,You can't talk to that from down here.,אתה לא יכול לדבר איתו מלמעלה.,
טקסטים לפי חדרים,703,12,You can't talk to that from up here.,אתה לא יכול לדבר איתו מלמטה.,
טקסטים לפי חדרים,703,13,This kind of behavior is likely to get you noticed by the Sariens.,התנהגות כזו תסגיר אותך בוודאות לידי הסרייאנים.,
טקסטים לפי חדרים,703,14,It doesn't talk back.,הוא לא עונה בחזרה.,
טקסטים לפי חדרים,703,15,"If you keep talking to inanimate objects, you're bound to attract attention.","אם תמשיך לדבר עם עצמים דוממים, מובן מאליו שתמשוך תשומת לב.",
טקסטים לפי חדרים,703,16,You begin to get the feeling that talking to things that don't talk back is a serious waste of time.,אתה מתחיל לקבל את הרושם כי שיחה עם חפצים אילמים היא בזבוז אחד גדול של זמן.,
טקסטים לפי חדרים,703,17,It looks at you in amazement. What kind animated object would talk to inanimates.,הוא מביט בך בתדהמה. ממתי אובייקטים מונפשים מדברים עם דוממים.,
טקסטים לפי חדרים,703,18,You can't do that from down here.,אינך יכול לעשות זאת מלמטה.,
טקסטים לפי חדרים,703,19,You can't do that from up here.,אינך יכול לעשות זאת מלמעלה.,
טקסטים לפי חדרים,703,20,Never mind that now - you're in a hurry.,לא חשוב כרגע - אתה ממהר.,
טקסטים לפי חדרים,703,21,You don't have time to stop and touch all this neat stuff - you've got a galaxy to save.,אין לך זמן לעצור ולגעת בכל הדברים המגניבים - אתה צריך להציל את היקום.,
טקסטים לפי חדרים,703,22,You find you must fight the urge to dust and polish everywhere you go.,אתה מוצא את עצמך נאלץ להיאבק בדחף לאבק ולהבריק בכל מקום שאתה הולך.,
טקסטים לפי חדרים,703,23,"You don't want to leave your fingerprints all over the ship, do you?","אתה לא רוצה להשאיר טביעות אצבע על כל הספינה, נכון?",
טקסטים לפי חדרים,703,24,You can't imagine what you'd do with it.,אין לך מושג מה לעשות עם זה.,
טקסטים לפי חדרים,703,25,"Try as you might, you can affect no change.","נסה כמה שבא לך, לא תצליח להשפיע עליו.",
טקסטים לפי חדרים,703,26,You can't smell that from down here.,אתה לא יכול להריח את זה מלמטה.,
טקסטים לפי חדרים,703,27,You can't smell that from up here.,אתה לא יכול להריח את זה מלמעלה.,
טקסטים לפי חדרים,703,28,The whole ship smells like Sariens.,כל החללית מריחה כמו סרייאנים.,
טקסטים לפי חדרים,703,29,"You can't smell anything beyond the general smell of Sariens, which is unpleasant. These guys definitely need a change in diet.","אינך מריח שום דבר מעבר לריח הסרייאני הכללי, והוא לא נעים. החבר'ה בהחלט זקוקים לשינוי תזונתי.",
טקסטים לפי חדרים,703,30,An offensive smell permeates the entire ship.,ריח פוגעני מתפשט בספינה כולה.,
טקסטים לפי חדרים,703,31,The Sariens smell so horrible it's hard to smell anything else.,הסרייאנים מריחים כל כך נורא שבלתי אפשרי להריח משהו אחר.,
טקסטים לפי חדרים,703,32,You get no clues from the smell.,הריח לא מרמז לך כלום.,
טקסטים לפי חדרים,703,33,You can't taste that from down here.,אתה לא יכול לטעום את זה מלמטה.,
טקסטים לפי חדרים,703,34,You can't taste that from up here.,אתה לא יכול לטעום את זה מלמעלה.,
טקסטים לפי חדרים,703,35,Sarien cooties are everywhere.,כינים סרייאנים שורצים בכל מקום.,
טקסטים לפי חדרים,703,36,You really don't want to put your mouth on that.,אתה באמת לא רוצה לשים את הפה שלך על זה.,
טקסטים לפי חדרים,703,37,You can't imagine that's going to taste good.,אתה מתאר לעצמך שאין לזה טעם טוב.,
טקסטים לפי חדרים,703,38,"If it smells like Sariens, how good do you suppose it's going to taste?","אם זה מריח כמו סרייאנים, כמה כבר טעים זה יכול להיות?",
טקסטים לפי חדרים,703,39,Don't put that in your mouth - you don't know where it's been!,אל תצמיד לזה את הפה - אין לך מושג איפה הוא ביקר!,
טקסטים לפי חדרים,703,40,You can't shoot that from here.,אתה לא יכול לירות עליו מכאן.,
טקסטים לפי חדרים,703,41,You can't use that here.,אתה לא יכול להשתמש בזה כאן.,
טקסטים לפי חדרים,703,42,DEBUG *REMOVE* Teleport initialization.,,
טקסטים לפי חדרים,703,43, ,,
טקסטים לפי חדרים,703,44,You don't really want to show an Arcada data cartridge to the guys who blew the ship to smithereens.,אתה לא באמת רוצה להראות את מחסנית נתוני הארקדה לחבר'ה שפוצצו אותה לרסיסים.,
טקסטים לפי חדרים,703,45,"He seems satisfied that you're a Sarien, all right.",הוא נראה מרוצה מעצם היותך סרייאני.,
טקסטים לפי חדרים,703,46,Are you crazy! You haven't got time to talk to this guy. He's too busy doing his talking with his gun.,אתה משוגע! אין לך זמן לשוחח עם הבחור הזה. הוא מדי עסוק בלדבר עם הרובה שלו.,
טקסטים לפי חדרים,703,47,You're not close enough to talk to the guard.,אתה לא קרוב מספיק בכדי לדבר עם השומר.,
טקסטים לפי חדרים,703,48,It's just another one of those ugly Sarien guards.,זה בטח עוד אחד משומרי הסרייאן המכוערים.,
טקסטים לפי חדרים,703,49,You can't do that from here.,אתה לא יכול לעשות את זה מכאן.,
טקסטים לפי חדרים,703,50,"You'd better hurry up, Roger! You've got 20 seconds before you're turned into such tiny particles that they couldn't find you with an ion microscope.","כדאי שתמהר, רוג'ר! יש לך 20 שניות לפני שתהפוך לחלקיקים כל כך קטנים שלא יצליחו למצוא אותך אפילו במיקרוסקופ יונים.",
טקסטים לפי חדרים,704,0,A nice slug of water would sure hit the spot right about now.,לגימה הגונה של מים בהחלט תהיה במקום ברגעים כמו אלה.,
טקסטים לפי חדרים,704,1,The heat of this place can sure dehydrate a person. You'd better get something to drink pretty darn soon.,החום הנוראי השורר במקום בהחלט יכול לייבש את הבן אדם המצוי. כדאי שתשיג משהו לשתות בהקדם האפשרי.,
טקסטים לפי חדרים,704,2,"The bones, though utterly dehydrated, still bear too much mass for the puny likes of you to displace.","העצמות, על אף היותן מיובשות כליל, עדיין כוללות מספיק מסה שחלשלושים כמוך אינם מסוגלים להזיז.",
טקסטים לפי חדרים,704,3,"While it might make one heck of a great soup bone, it bears no other appeal to your palate.","למרות שניתן להכין מהם מרק עצמות נהדר, אין הם מספקים את טעמך האנין.",
טקסטים לפי חדרים,704,4,Your words hitch a ride on the Keronian breeze never to be heard again.,דבריך מתפוגגים ברוח הקרוניאנית החולפת ונעלמים באורח פלא.,
טקסטים לפי חדרים,704,5,"These bones have had the smell baked right out of them by centuries of relentless, Keronian sun. Any soft tissue was long ago ingested by the local parasites.",ריח העצמות נאפה במשך מאות בשנים על ידי שמש קרוניאנית קופחת וחסרת רחמים. הרקמות הרכות שאי פעם היו כבר עוכלו לפני עידן ועידנים באדיבותם של טפילים מקומיים.,
טקסטים לפי חדרים,704,6,You already have your allocation of adhesive herbs.,כבר קיבלת את קצבת עשבי התיבול שלך.,
טקסטים לפי חדרים,704,7,"You take a whiff of the plant and find it to be a regrettable experience. However, it does have an aroma reminiscent of a smell-a-vision movie production of 'Our Friend The Polymoss Shrub - Nature's Bondo'. You vaguely remember something about it having odd adhesive properties","אתה מרחרח את הצמח ומוצא את זה כחוויה מתקנת. עם זאת, יש לו ארומה המזכירה את סרטי חווית-הריח בהפקת 'חברינו בשיח הפולימוס - הטמבור של הטבע.' אתה זוכר משהו במעורפל על המאפיינים הדביקים החריגים שלו.",
טקסטים לפי חדרים,704,8,Do that and you'll never utter another stupid syllable in your life. On second thought...,תעשה זאת ולעולם לא תהגה עוד הברה טפשית אחת במהלך חייך. במחשבה שניה...,
טקסטים לפי חדרים,704,9,"You take a whiff of the plant and find it to be a regrettable experience. However, it does have an aroma reminiscent of a smell-a-vision movie production of 'Our Friend The Polymoss Shrub - Nature's Bondo'. You vaguely remember something about its having some incredible adhesive properties as well.","אתה מרחרח את הצמח ומוצא את זה כחוויה מתקנת. עם זאת, יש לו ארומה המזכירה את סרטי חווית-הריח בהפקת 'חברינו בשיח הפולימוס - הטמבור של הטבע.' אתה זוכר משהו במעורפל על המאפיינים הדביקים החריגים שלו.",
טקסטים לפי חדרים,704,10,You snag a small cluster of leaves from the gooey plant.,אתה גורף אשכול קטן של עלים מהצמח הדביק.,
טקסטים לפי חדרים,704,11,That stuff sticks worse than fortnight-old undergarments. It's a good thing your gloves are tefloid-coated.,החומר הזה דביק יותר מתחתונים בני שבועיים. מזל שהכפפות שלך מצופות טפלואיד.,
טקסטים לפי חדרים,704,12,"Holy antiperspirant, dehydroman! The searing heat and dryness of this environment sucks the vital fluids from your body. Your mind begins to drift uncontrollably.","לכל הדיאורדורנטים, איש יבש! החום הצורב והיובש הסביבתי מוצץ את הנוזלים החיוניים מגופך. המוח שלך מתחיל להיסחף ללא שליטה.",
טקסטים לפי חדרים,704,13,"""Mommy! Is that you? Mommy, how come all the other guys in class get new mops and I don't?""","""אמא! זו את? אמא, איך זה שכל החברים בכיתה קיבלו סחבות חדשות ואני לא?""",
טקסטים לפי חדרים,704,14,"Mercifully (for all of us), you die before the hallucinations get too hokey. It won't be long before you look like a scaled-down version of the skeletal structure occupying several hectares nearby.","מתוך חסד (עם כולנו), אתה מת עוד לפני שההזיות נעשות רגשניות מדי. לא יארך זמן עד שתיראה כמו גירסה מוקטנת של השלד התופס כמה דונמים בקרבת מקום.",
טקסטים לפי חדרים,704,15,"Within a few hours, your gaunt corpse will have dried to a crisp, your powdered remains evenly distributed across the parched terrain by a searing gust.","בתוך כמה שעות, גווייתך הכחושה תתייבש לאפר, ושרידיך המאובקים יפוצו על פני המישורים הצחיחים ברוחות הקדים העזות.",
טקסטים לפי חדרים,704,16,Mmmmm...That dehydrated water really hit the spot! That should keep you going a bit longer.,מממממ... המים המיובשים בהחלט היו במקום! זה יחזיק אותך לעוד כמה שעות.,
טקסטים לפי חדרים,704,17,"Out of the corner of your eye, you spot an object hurtling from the greenish atmosphere toward the parched surface you currently occupy.","מזווית עיניך, אתה מבחין בעצם צולל מהאטמוספירה הירקרקה לעבר פני השטח היבשים אשר כרגע מאוכלסים על ידך.",
טקסטים לפי חדרים,704,18,"Rats! If the eyes don't deceive, that's a Sarien Spider Droid. They must have detected the escape pod leaving the Arcada. The Spider Droid must have been sent along to settle any unfinished business.","חרא! אם העיניים לא מטעות, זהו רובוט עכביש סרייאני. הם בטח קלטו את חללית המילוט עוזבת את הארקדה. רובוט העכביש כנראה נשלח על מנת ליישב כל מחלוקת בלתי פתורה.",
טקסטים לפי חדרים,704,19,"After the jarring impact, small panels open through which legs sprout. You recall reading in an old issue of Space Piston magazine that this droid was designed to seek out organic life forms and self-destruct when close proximity to the target has been achieved.","אחרי הפגיעה המטלטלת, לוחות קטנים נפתחים ודרכם נובטות רגליים אימתניות. אתה זוכר שקראת פעם בחוברת ישנה של מגזין בוכנת החלל כי רובוט זה תוכנן לחפש צורות חיים אורגניות ולהשמדה עצמית לאחר שהושגה הקרבה הרצויה ליעד המבוקש.",
טקסטים לפי חדרים,704,20,"How convenient! You've been blown into handy, bite-sized chunks. I guess that Space Piston article wasn't fiction. There's nothing quite like stretching out and enjoying the wide-open spaces.",כמה נוח! התפוצצת לחתיכות קטנות ושימושיות. מסתבר שהכתבה בבוכנת החלל לא היתה מדע בדיוני. אין כמו להתמתח וליהנות ממרחבי החלל הפתוחים.,
טקסטים לפי חדרים,704,21,Get closer.,תתקרב.,
טקסטים לפי חדרים,704,22,"You greet the droid with a pleasant ""Hello.""","אתה מברך את הרובוט בברכת ""שלום"" מסורתית.",
טקסטים לפי חדרים,704,23,"""Say, I've got this annoying itch on the back of my sphere. Do you think you could scratch it for me? I'd be forever grateful."" it responds.","""תגיד, יש לי עקצוץ מטריד בגב. תוכל אולי לגרד לי שם? אהיה אסיר תודה לנצח."" הוא משיב.",
טקסטים לפי חדרים,704,24,"If you've got a taste for chrome, step on up and give it a try.","אם אתה אוהב לטעום מתכות, גש הנה ותתכבד.",
טקסטים לפי חדרים,704,25,You're not close enough to give it a good whiff if that's what you'd really like to do.,אתה לא מספיק קרוב בשביל לקחת שאיפה הגונה אם זה מה שאתה ממש רוצה לעשות.,
טקסטים לפי חדרים,704,26,He seems unlikely to be willing to accept a bribe.,הוא לא נראה בנוי לקבלת שוחד.,
טקסטים לפי חדרים,704,27,"If you let him eat the data cartridge, this is going to be a real short game.","אם תתן לו לאכול את מחסנית הנתונים, זה הולך להיות משחק מאד קצר.",
טקסטים לפי חדרים,704,28,"The good news is: the widget, being magnetic, will stick to the Spider Droid like ugly on an ape. The bad news is: The Spider Droid will have your widget and you won't.","החדשות הטובות הן: הרכיב, בהיותו מגנטי, יצמד לעכביש כמו עלוקה. החדשות הרעות הן: הרובוט העכביש יחזיק ברכיב ואתה לא.",
טקסטים לפי חדרים,704,29,Your attempts to translate the Spider Droid's clacking and whirring prove futile.,נסיונותיך לתרגם את שקשוקי וטרטורי רובוט העכביש עולים בתוהו.,
טקסטים לפי חדרים,704,30,Dropping your survival kit on the Spider Droid might prove hazardous to your survival.,השלכת ערכת ההשרדות על רובוט העכביש עלולה לסכן את השרדותך.,
טקסטים לפי חדרים,704,31,"What a great idea! You could get him wet, then wait around for the next fifty years for him to rust out. On second thought, you decide to skip it.","איזה רעיון נפלא! אתה יכול להרטיב אותו, ואז להמתין בסבלנות חמישים שנה עד להחלדתו. במחשבה שניה, אתה מחליט לוותר.",
